Pt-0,TRUE,686.5560723,667.7194226,260.3719412,796.2694087,964.793934,122
Pt-1,TRUE,213.954951,552.7529952,435.549629,194.6437437,836.786912,235
Pt-2,TRUE,211.4005306,388.7342254,435.5925445,198.079635,619.9240879,235
Pt-3,TRUE,503.7993548,328.8233735,291.0987003,558.5743677,552.1132409,145
Pt-4,TRUE,1103.878298,325.6370994,196.9283512,1224.955021,536.5618559,166
Pt-5,TRUE,1129.544846,616.3182145,152.0291139,1264.922476,894.040624,99
Pt-6,TRUE,1033.819041,651.8083507,186.1749356,1175.710405,963.255933,138
Pt-7,TRUE,755.7638967,290.3184948,233.2767284,878.6645781,499.7866087,109
Pt-8,TRUE,779.1069769,235.1223047,228.5609357,896.1460589,436.7419723,109
Pt-9,FALSE,729.0148408,238.3335284,204.9895967,838.3920133,430.5470371,72
Pt-10,TRUE,722.817568,214.0121467,161.9796018,824.5992611,401.6534322,30
Pt-11,TRUE,659.7794755,211.4557922,201.0536528,755.327976,403.9890554,66
Pt-12,FALSE,742.2173486,328.8840717,244.9244147,866.5846879,551.8942749,119
Pt-13,FALSE,691.6623335,357.6514288,253.322336,811.7526119,583.5557121,118
Pt-14,TRUE,676.9853149,329.8708172,222.1873198,791.9255532,551.8057157,82
Pt-15,FALSE,624.9445024,265.0352992,233.725157,713.4259337,472.213851,97
Pt-16,FALSE,624.6421204,227.5888011,248.5247034,706.7838994,429.5160177,116
Pt-17,TRUE,770.771846,272.8778034,203.4102995,891.7923165,477.702381,77
Pt-18,TRUE,310.2137282,546.7599935,323.3097059,354.4184667,822.9065569,124
Pt-19,TRUE,437.5109601,582.8206416,316.3777222,493.0427589,866.809891,153
Pt-20,TRUE,448.2604671,538.8443959,305.7583786,516.2234196,818.1852292,141
Pt-21,TRUE,372.4456609,539.3274731,393.9016384,390.4054263,810.3944766,221
Pt-22,TRUE,394.7637651,435.9322283,374.2004028,428.4355218,681.1966635,210
Pt-23,TRUE,433.6474294,418.6250249,303.9070889,503.9024148,664.1106004,142
Pt-24,TRUE,389.9708881,375.0819758,309.4271549,441.771183,606.1520518,147
Pt-25,TRUE,282.7448141,401.2345114,310.6036103,328.226993,643.3643844,116
Pt-26,FALSE,289.7545763,351.2362052,334.7844284,326.1457623,587.6629008,147
Pt-27,TRUE,289.6219855,574.9020776,325.2176129,332.238512,854.19604,122
Pt-28,TRUE,300.0032161,563.1483081,318.7004606,343.0742561,836.90115,119
Pt-29,TRUE,395.4597307,379.0648425,282.863398,454.3305276,617.679223,117
Pt-30,TRUE,396.4115406,422.1536761,287.2335284,467.6257794,666.1212753,110
Pt-31,TRUE,695.769193,730.2118058,294.9136372,786.2414166,1046.621776,172
Pt-32,TRUE,503.663529,620.9352697,297.8967467,567.1251494,915.754742,142
Pt-33,TRUE,482.2118749,611.2274518,282.189423,548.2459432,889.913667,116
Pt-34,TRUE,539.7189763,657.1568469,278.4753137,602.0791937,948.884877,134
Pt-35,TRUE,721.1177018,694.3318968,174.4538152,838.4364408,993.94502,22
Pt-36,TRUE,636.4157198,732.0493839,236.2873663,722.4171839,1043.28779,105
Pt-37,TRUE,1153.221746,307.5408444,157.6984049,1278.348582,512.003425,135
Pt-38,TRUE,1131.286912,363.0281507,158.4089478,1257.972984,587.0619931,114
Pt-39,TRUE,1011.84256,379.8445773,183.7529656,1136.091379,601.0437044,110
Pt-40,TRUE,1271.071673,596.2692866,108.2497104,1414.942096,881.946009,121
Pt-41,FALSE,1292.877867,610.3283955,98.90448292,1447.95329,907.237941,121
Pt-42,TRUE,1315.601573,591.5572513,174.4881252,1450.858512,888.208454,213
Pt-43,TRUE,1364.73467,543.5307661,159.2043157,1515.6727,820.3508116,213
Pt-44,TRUE,1221.097704,600.5754909,216.7252012,1341.859794,890.500201,234
Pt-45,TRUE,1210.285002,564.0911218,216.5093171,1336.814514,849.292411,227
Pt-46,TRUE,984.6949132,647.2389148,206.1078947,1121.337275,952.303751,138
Pt-47,TRUE,996.1677836,628.7308048,199.0559148,1125.194481,925.737137,131
Pt-48,TRUE,970.6112723,597.5580833,185.9981852,1104.642364,886.044029,99
Pt-49,TRUE,948.5206733,595.9688891,189.8608163,1085.352803,877.464017,99
Pt-50,TRUE,968.3679863,502.416189,213.323326,1091.36319,762.5199679,132
Pt-51,TRUE,1021.765524,528.870066,199.6469354,1145.151959,793.5250705,132
Pt-52,TRUE,941.5756335,488.806659,219.6217111,1060.720425,742.4021901,136
Pt-53,TRUE,957.1239328,484.8994075,220.2749464,1071.937943,736.1728128,145
Pt-54,TRUE,960.0566795,480.9087169,237.0508426,1075.773905,733.3696723,170
Pt-55,TRUE,978.8537305,494.6565601,233.6643355,1094.036108,749.1161726,171
Pt-56,TRUE,969.3756292,503.8420633,210.4359327,1094.612017,769.3010235,126
Pt-57,TRUE,1009.826044,502.1989743,199.5772678,1136.763566,764.7391366,126
Pt-58,TRUE,1018.876054,528.6472202,195.9009991,1144.137652,789.4960524,126
Pt-59,TRUE,975.4572118,550.6546276,206.0428772,1101.027616,817.9199688,127
Pt-60,TRUE,1218.247241,570.1939119,156.5227712,1354.168602,843.200359,145
Pt-61,FALSE,1265.93188,246.0002914,327.5242329,1336.924076,459.1221984,352
Pt-62,FALSE,1487.929924,416.878208,52.92403748,1669.524555,654.5083781,137
Pt-63,FALSE,1499.06695,531.900199,54.71052795,1688.357003,796.2087455,140
Pt-64,FALSE,1597.170968,400.4562429,98.44870342,1784.916065,642.1471583,220
Pt-65,FALSE,1610.96264,436.277337,90.3079411,1795.388733,685.3073764,214
Pt-66,FALSE,1521.600839,429.1016455,112.4686099,1700.730505,681.262685,214
Pt-67,FALSE,1581.342663,507.8628455,99.05971754,1764.475066,771.2904407,214
Pt-68,FALSE,1585.320238,544.6346445,99.20808059,1779.485697,819.1532684,214
Pt-69,TRUE,797.9949631,216.7884724,217.7033665,909.393206,402.9782065,118
Pt-70,TRUE,782.3328814,190.3079807,218.6142307,889.4076539,381.3861876,113
Pt-71,TRUE,813.7091077,189.0550322,208.1698455,929.136041,377.829132,111
Pt-72,FALSE,806.6435792,210.7557572,205.3136357,921.257176,399.6560418,98
Pt-73,TRUE,642.4114743,276.1399236,219.2093958,740.4672152,485.8525782,80
Pt-74,TRUE,758.8313142,145.4776294,218.9507857,856.0473147,327.7709381,114
Pt-75,TRUE,811.8117958,162.7245403,185.4725845,921.548974,340.6184178,85
Pt-76,TRUE,812.985796,188.1629902,161.929048,930.709949,361.9907563,50
Pt-77,TRUE,788.4986259,235.5728499,132.5059012,903.441549,409.5177758,1
Pt-78,TRUE,317.0086292,392.5032701,272.9198105,374.8581642,624.4991005,82
Pt-79,TRUE,306.8066544,384.4992669,310.9569551,353.1326104,624.8171843,122
Pt-80,TRUE,281.133228,406.0162172,318.8180482,324.8857857,649.6434384,123
Pt-81,TRUE,222.1866467,440.976844,335.8941101,250.8102844,688.4461027,122
Pt-82,TRUE,245.6165843,414.1080209,329.6389654,279.1856179,653.2999159,123
Pt-83,FALSE,369.2320412,377.5707396,300.441723,418.1937268,619.5848667,131
Pt-84,TRUE,320.5159911,444.65369,285.5352859,375.7296086,696.4376253,91
Pt-85,TRUE,349.6599272,472.3898671,281.4797905,410.1858931,725.6783789,91
Pt-86,TRUE,364.155207,483.3516842,278.9239472,431.3731262,745.7740045,90
Pt-87,TRUE,318.8479236,515.5345846,300.7638686,367.9817102,783.6995864,104
Pt-88,TRUE,310.7348134,524.4443973,301.9245258,356.1417212,793.7230418,104
Pt-89,TRUE,337.247295,537.9301064,301.2310184,387.7643994,811.8200025,107
Pt-90,TRUE,336.149941,565.6539844,342.2732218,373.9813753,848.433516,150
Pt-91,TRUE,318.4952437,521.5866434,346.4478689,354.2740161,785.2179465,151
Pt-92,TRUE,216.5164794,575.2851941,363.7546681,229.308889,851.748399,150
Pt-93,TRUE,787.1347869,736.6928442,241.3238388,907.164248,1052.68865,131
Pt-94,TRUE,692.8588461,777.6515796,252.4005329,787.0967806,1101.616415,128
Pt-95,TRUE,746.0003493,795.2892131,227.839864,852.9712113,1125.238338,104
Pt-96,FALSE,616.2168722,690.5929497,208.6727026,693.9168259,986.9481,62
Pt-97,TRUE,599.3113083,656.6128531,190.6448054,700.3327959,949.087606,32
Pt-98,TRUE,616.0671631,615.3199213,202.5509194,725.8884897,901.682904,42
Pt-99,TRUE,560.9146045,618.6439769,271.5797301,636.7569087,913.459381,120
Pt-100,TRUE,546.5568458,644.2305589,265.1345412,614.8947924,937.779529,120
Pt-101,TRUE,548.6577519,610.9919059,282.4477759,620.9495335,907.699277,129
Pt-102,TRUE,579.776003,646.1549316,270.2901775,657.6108248,945.440182,129
Pt-103,TRUE,576.6000123,671.8417115,260.8614874,659.6078432,984.116646,124
Pt-104,TRUE,486.6498307,377.3902681,266.0045125,559.558444,614.7408725,106
Pt-105,TRUE,461.2098864,352.8347237,266.3056679,534.3792338,585.9985889,106
Pt-106,TRUE,464.2868814,387.0799328,246.7713062,541.4540899,633.6932108,91
Pt-107,TRUE,542.3339649,335.0650363,242.9050324,615.0846739,562.5678725,97
Pt-108,TRUE,554.8383448,335.7426596,270.1343813,620.2859222,566.329197,138
Pt-109,TRUE,539.4464324,323.1007495,275.7882898,605.6360993,544.2348535,141
Pt-110,FALSE,773.5917859,417.3290764,268.7667901,891.1404512,654.4661482,155
Pt-111,FALSE,498.0975634,415.2071989,190.9579286,595.6250082,649.7258188,30
Pt-112,TRUE,505.5420534,554.5499048,208.6060189,601.0776505,822.0989508,33
Pt-113,TRUE,421.2277349,496.9402953,212.8515869,503.9218638,761.8021617,28
Pt-114,TRUE,706.3159909,696.6499146,158.1110929,820.9248614,1000.993043,2
Pt-115,TRUE,643.4515811,564.9447233,214.8507778,758.4920841,831.459419,52
Pt-116,TRUE,640.6657651,558.9483882,200.5045939,755.61813,822.0138457,37
Pt-117,TRUE,585.0638813,590.6699002,205.4753038,691.5470063,868.482847,42
Pt-118,TRUE,627.5000669,592.064888,210.1810648,741.6237688,870.101997,52
Pt-119,TRUE,760.7536008,745.3956454,285.2876792,864.0889753,1064.162243,181
Pt-120,TRUE,807.9703676,789.0194868,271.948417,917.550743,1114.586387,180
Pt-121,TRUE,1228.872082,509.9536523,207.019149,1360.018075,777.4801903,226
Pt-122,TRUE,1197.791259,511.4956686,222.7392344,1319.902984,777.6269522,229
Pt-123,TRUE,1214.777291,518.2196643,213.4051539,1343.151181,785.6306766,229
Pt-124,TRUE,1201.50168,506.8965682,218.1676894,1328.146953,770.6516539,229
Pt-125,FALSE,1359.298319,565.7663684,84.96350271,1521.519071,843.087055,123
Pt-126,FALSE,1316.767436,574.6643648,75.60532671,1483.766617,859.51277,100
Pt-127,TRUE,1291.771901,564.3823984,85.84055973,1451.064628,844.891433,99
Pt-128,TRUE,1249.946935,592.5422266,113.3840235,1400.635682,879.849648,114
Pt-129,TRUE,1181.476958,592.1839327,158.5215257,1314.594292,868.138139,136
Pt-130,TRUE,1093.643167,639.0038886,174.8343264,1228.393836,937.074765,134
Pt-131,TRUE,1137.722693,602.2131177,132.2936179,1270.366279,872.760251,75
Pt-132,FALSE,1062.279969,636.2470128,136.4125498,1193.729203,929.118769,65
Pt-133,TRUE,1129.923368,616.811085,84.18196998,1262.81249,894.523026,13
Pt-134,TRUE,970.7371355,541.0304435,187.8329696,1102.0116,800.6879395,113
Pt-135,TRUE,952.442353,575.958234,178.760792,1084.772312,852.760178,88
Pt-136,TRUE,1023.337613,564.6345167,165.2048581,1158.263016,828.9653057,88
Pt-137,TRUE,1024.778951,588.183245,184.1833854,1149.541197,866.099836,115
Pt-138,TRUE,1033.861641,624.4538941,184.3501037,1167.616475,926.386974,129
Pt-139,TRUE,770.1226281,545.7851983,277.6313722,882.3330124,822.9736093,166
Pt-140,TRUE,785.695014,613.7315951,272.133205,901.467473,896.616276,166
Pt-141,TRUE,796.5166728,628.8248913,279.193241,909.783061,926.694088,177
Pt-142,TRUE,808.9430729,665.6495856,295.875171,916.222479,978.775631,203
Pt-143,TRUE,798.6235528,690.6128544,311.0812252,907.16334,1004.259342,222
Pt-144,TRUE,815.2901625,752.4257722,362.6967799,907.637915,1081.783408,300
Pt-145,TRUE,858.6011945,764.6054493,373.888974,942.112421,1091.508946,329
Pt-146,TRUE,854.1370314,739.2200333,367.4087651,947.874822,1072.221075,317
Pt-147,TRUE,833.8177951,731.9306303,323.9256197,943.360252,1059.731158,258
Pt-148,FALSE,946.3790692,271.7878068,344.2779804,1067.767298,474.2173968,322
Pt-149,TRUE,1039.644068,358.4697916,326.3643181,1138.674995,558.2696015,322
Pt-150,TRUE,920.7547759,242.9975561,376.800095,1019.056786,445.5458105,365
Pt-151,TRUE,1109.716917,580.4599778,300.1903614,1219.262174,874.719587,315
Pt-152,TRUE,1168.830371,593.3535531,293.5317573,1297.002463,889.65789,323
Pt-153,FALSE,872.6317177,605.2230378,142.6384657,1023.794306,870.282159,8
Pt-154,TRUE,933.532672,639.769304,152.0454151,1073.248534,925.124848,30
Pt-155,FALSE,924.6892085,612.1742783,147.1625634,1066.195891,875.496002,26
Pt-156,FALSE,863.812165,611.2036851,148.9223683,1013.78488,880.077994,11
Pt-157,FALSE,848.8986553,613.8240438,195.5193757,993.090996,901.679414,73
Pt-158,FALSE,832.7201857,572.3229842,169.0025001,985.994742,853.495118,36
Pt-159,TRUE,823.7653127,542.815011,147.0697131,975.227209,815.8308646,9
Pt-160,FALSE,847.6356413,360.4127413,161.1918884,992.817709,578.3543468,21
Pt-161,TRUE,794.2545838,276.8801135,308.8538186,890.1995584,477.4519423,226
