796.2694087,964.793934,122
194.6437437,836.786912,235
198.079635,619.9240879,235
558.5743677,552.1132409,145
1224.955021,536.5618559,166
1264.922476,894.040624,99
1175.710405,963.255933,138
878.6645781,499.7866087,109
896.1460589,436.7419723,109
838.3920133,430.5470371,72
824.5992611,401.6534322,30
755.327976,403.9890554,66
866.5846879,551.8942749,119
811.7526119,583.5557121,118
791.9255532,551.8057157,82
713.4259337,472.213851,97
706.7838994,429.5160177,116
891.7923165,477.702381,77
354.4184667,822.9065569,124
493.0427589,866.809891,153
516.2234196,818.1852292,141
390.4054263,810.3944766,221
428.4355218,681.1966635,210
503.9024148,664.1106004,142
441.771183,606.1520518,147
328.226993,643.3643844,116
326.1457623,587.6629008,147
332.238512,854.19604,122
343.0742561,836.90115,119
454.3305276,617.679223,117
467.6257794,666.1212753,110
786.2414166,1046.621776,172
567.1251494,915.754742,142
548.2459432,889.913667,116
602.0791937,948.884877,134
838.4364408,993.94502,22
722.4171839,1043.28779,105
1278.348582,512.003425,135
1257.972984,587.0619931,114
1136.091379,601.0437044,110
1414.942096,881.946009,121
1447.95329,907.237941,121
1450.858512,888.208454,213
1515.6727,820.3508116,213
1341.859794,890.500201,234
1336.814514,849.292411,227
1121.337275,952.303751,138
1125.194481,925.737137,131
1104.642364,886.044029,99
1085.352803,877.464017,99
1091.36319,762.5199679,132
1145.151959,793.5250705,132
1060.720425,742.4021901,136
1071.937943,736.1728128,145
1075.773905,733.3696723,170
1094.036108,749.1161726,171
1094.612017,769.3010235,126
1136.763566,764.7391366,126
1144.137652,789.4960524,126
1101.027616,817.9199688,127
1354.168602,843.200359,145
1336.924076,459.1221984,352
1669.524555,654.5083781,137
1688.357003,796.2087455,140
1784.916065,642.1471583,220
1795.388733,685.3073764,214
1700.730505,681.262685,214
1764.475066,771.2904407,214
1779.485697,819.1532684,214
909.393206,402.9782065,118
889.4076539,381.3861876,113
929.136041,377.829132,111
921.257176,399.6560418,98
740.4672152,485.8525782,80
856.0473147,327.7709381,114
921.548974,340.6184178,85
930.709949,361.9907563,50
903.441549,409.5177758,1
374.8581642,624.4991005,82
353.1326104,624.8171843,122
324.8857857,649.6434384,123
250.8102844,688.4461027,122
279.1856179,653.2999159,123
418.1937268,619.5848667,131
375.7296086,696.4376253,91
410.1858931,725.6783789,91
431.3731262,745.7740045,90
367.9817102,783.6995864,104
356.1417212,793.7230418,104
387.7643994,811.8200025,107
373.9813753,848.433516,150
354.2740161,785.2179465,151
229.308889,851.748399,150
907.164248,1052.68865,131
787.0967806,1101.616415,128
852.9712113,1125.238338,104
693.9168259,986.9481,62
700.3327959,949.087606,32
725.8884897,901.682904,42
636.7569087,913.459381,120
614.8947924,937.779529,120
620.9495335,907.699277,129
657.6108248,945.440182,129
659.6078432,984.116646,124
559.558444,614.7408725,106
534.3792338,585.9985889,106
541.4540899,633.6932108,91
615.0846739,562.5678725,97
620.2859222,566.329197,138
605.6360993,544.2348535,141
891.1404512,654.4661482,155
595.6250082,649.7258188,30
601.0776505,822.0989508,33
503.9218638,761.8021617,28
820.9248614,1000.993043,2
758.4920841,831.459419,52
755.61813,822.0138457,37
691.5470063,868.482847,42
741.6237688,870.101997,52
864.0889753,1064.162243,181
917.550743,1114.586387,180
1360.018075,777.4801903,226
1319.902984,777.6269522,229
1343.151181,785.6306766,229
1328.146953,770.6516539,229
1521.519071,843.087055,123
1483.766617,859.51277,100
1451.064628,844.891433,99
1400.635682,879.849648,114
1314.594292,868.138139,136
1228.393836,937.074765,134
1270.366279,872.760251,75
1193.729203,929.118769,65
1262.81249,894.523026,13
1102.0116,800.6879395,113
1084.772312,852.760178,88
1158.263016,828.9653057,88
1149.541197,866.099836,115
1167.616475,926.386974,129
882.3330124,822.9736093,166
901.467473,896.616276,166
909.783061,926.694088,177
916.222479,978.775631,203
907.16334,1004.259342,222
907.637915,1081.783408,300
942.112421,1091.508946,329
947.874822,1072.221075,317
943.360252,1059.731158,258
1067.767298,474.2173968,322
1138.674995,558.2696015,322
1019.056786,445.5458105,365
1219.262174,874.719587,315
1297.002463,889.65789,323
1023.794306,870.282159,8
1073.248534,925.124848,30
1066.195891,875.496002,26
1013.78488,880.077994,11
993.090996,901.679414,73
985.994742,853.495118,36
975.227209,815.8308646,9
992.817709,578.3543468,21
890.1995584,477.4519423,226
1169.785203,694.3012661,70
1172.393,745.1090869,71
1117.531892,704.4322903,125
1122.368398,748.5502817,147
1110.865468,706.6483189,147
1318.466862,654.5797659,206
1317.126043,698.4165689,206
1426.642288,660.731187,176
1431.854253,642.1186927,191
1437.953448,602.7175276,240
1430.455391,816.1374712,271
1068.020623,1027.155129,25
1091.468753,1028.88024,25
1280.296936,899.723078,34
1200.429041,938.205556,41
1230.905999,937.068237,50
1219.684767,922.73761,25
1265.546308,891.603005,96
1303.373728,780.8305636,276
1315.963856,834.430463,273
1393.55771,541.1374282,109
1166.257207,563.4725628,131
1175.823048,562.9829862,111
1115.111192,430.0441312,154
985.480456,549.0501926,120
904.241189,397.2949919,317
874.1814326,347.8426546,201
727.2750171,459.8989475,154
726.5440386,476.8577694,157
708.6920406,484.1874087,137
721.9619344,565.2855382,249
711.938744,559.8755286,244
685.0506822,590.0492315,216
729.5599314,561.6559974,238
714.8543568,580.9913977,238
1272.855753,926.714435,95
1030.404848,454.4108518,202
1118.33526,412.4740237,54
1120.624982,521.8649193,302
1119.287806,557.6509176,302
1117.443189,568.5136099,289
1077.465376,546.6889775,289
1166.32013,595.4079218,270
1065.008277,1020.82474,165
1095.810484,1002.292002,153
1093.356052,1028.791303,173
1213.302333,816.5628385,205
56.8375866,806.3939121,268
760.8410982,1010.629485,218
812.2127955,957.396709,225
810.7405886,889.493797,214
756.2606379,884.315365,168
749.3395688,921.374277,175
639.4964352,946.436194,96
656.1759283,955.124157,154
684.9051557,895.409485,87
666.1873781,562.5766245,141
662.3851216,581.10272,87
668.1157011,578.2018765,43
704.205463,571.3788038,1
765.6125356,593.5968799,34
754.8151744,614.7191884,34
824.3545215,571.1364568,21
325.9553958,675.8716762,127
173.4871198,670.0202331,186
173.4174457,694.9030945,186
266.113341,649.4560072,158
238.1061934,798.0934022,163
259.1304237,768.0247261,132
212.8461056,793.93666,152
211.5052688,783.0987251,175
503.7514613,678.8949449,94
745.5215553,585.0053862,176
681.8026887,635.4754298,193
630.5805542,584.1423121,228
641.1408691,604.2355138,184
617.7557324,515.9190991,179
679.8644026,512.1104611,219
784.7541729,472.3138896,277
898.7663095,361.1124523,327
849.2839464,412.2552372,333
912.360223,379.8594872,306
823.0754768,454.9918414,296
859.5370774,393.6454857,362
886.1276218,395.7809238,264
889.1657541,419.3907964,281
929.285154,384.8153979,358
893.2322809,352.5888358,357
889.8009132,357.6169948,383
885.5524695,338.716224,383
991.932446,550.6148216,252
1216.827723,532.7165362,14
1196.268782,547.7399909,10
1205.026875,543.7512855,91
1252.81785,896.585182,178
1349.656554,903.235927,83
1418.114305,905.911915,82
1525.16624,827.1887916,146
1508.086289,862.863129,146
1575.00012,809.569514,119
1525.410195,847.960555,127
1383.135418,915.964558,84
1511.978358,909.981054,190
1447.295385,896.280511,220
1340.889575,925.127702,170
1313.684698,955.959492,195
1347.467666,908.771753,246
1451.514992,585.6203172,161
1540.238932,614.8753071,178
1472.730475,578.4052207,122
1389.351367,621.9598612,227
1307.548143,630.7321564,257
1329.766322,638.9472514,257
1461.374695,651.8592078,232
1503.110924,678.2958178,262
1375.571293,674.7283514,260
1358.537593,773.2650225,260
1361.732739,848.047662,260
1430.813912,808.3823572,234
1389.699084,852.644661,197
1433.909415,807.6947967,200
1386.662472,839.545482,211
1484.901004,842.488887,188
1472.050579,856.300304,188
1534.710361,790.4225751,212
841.2564041,997.048134,300
926.653487,1046.854462,300
866.5577943,1031.053583,326
873.8176786,1102.793986,225
807.8973558,1119.128055,249
1238.701439,514.4177564,87
1276.429368,514.519141,90
1304.806178,489.1431367,95
1298.381726,533.0988225,42
1282.773244,567.789278,27
1241.655203,557.9477612,82
1246.698169,550.8630167,59
1435.921347,501.7701419,199
1453.184744,530.066937,237
1520.067786,558.2503741,144
1571.065228,625.2225885,165
1527.001504,571.1434438,186
1394.459163,488.266433,138
1325.231871,528.3415027,185
1301.766785,488.7534583,138
1352.339225,555.4836939,185
1374.86429,545.8701716,178
1364.459116,560.327509,205
1362.621983,530.5425513,239
1350.17315,532.3926632,205
1327.849874,542.751667,152
1309.264988,538.1558527,192
